CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,CodingScore,PlacementStatus
7.98,0,1,1,80,4.01,No,No,69,66,6,NotPlaced
8.12,2,3,2,86,4.42,Yes,Yes,67,82,22,Placed
8.07,0,3,2,78,4.17,No,Yes,59,73,11,NotPlaced
7.62,2,2,2,88,4.38,Yes,Yes,70,88,20,Placed
7.86,1,2,2,72,4.14,No,No,73,69,14,NotPlaced
8.03,2,3,0,78,4.33,Yes,Yes,74,82,21,Placed
7.23,1,3,2,79,4.64,No,Yes,68,76,12,NotPlaced
7.37,1,3,2,88,4.53,Yes,No,71,87,25,Placed
7.82,0,3,1,85,4.21,Yes,Yes,65,71,28,Placed
7.62,1,1,0,82,4.02,No,No,62,72,14,NotPlaced
6.99,1,3,2,73,4.09,No,Yes,73,80,11,NotPlaced
7.1,1,1,2,77,4.54,No,No,74,81,14,NotPlaced
6.86,1,2,2,77,4.41,Yes,No,58,75,7,NotPlaced
7.73,1,2,0,77,4.3,No,No,75,70,7,NotPlaced
7.83,2,1,1,83,3.98,No,Yes,61,73,8,NotPlaced
7.18,2,1,2,84,4.3,Yes,Yes,77,80,18,Placed
7.75,2,3,1,81,4.33,Yes,Yes,79,81,19,Placed
7.73,1,2,0,84,4.0,No,No,62,72,12,NotPlaced
7.04,0,2,0,81,4.17,No,No,76,76,9,NotPlaced
8.13,1,2,2,82,4.8,No,Yes,67,80,17,Placed
7.99,1,3,2,73,3.91,No,No,71,70,12,NotPlaced
7.61,1,2,0,66,4.14,No,Yes,62,68,5,NotPlaced
8.74,2,2,2,82,4.8,Yes,Yes,77,78,22,Placed
7.87,2,2,0,87,4.79,Yes,Yes,71,80,20,Placed
7.71,2,3,2,90,4.3,Yes,Yes,70,73,20,Placed
8.22,0,2,2,77,4.68,No,No,69,76,15,NotPlaced
7.9,0,2,3,90,4.8,No,Yes,74,79,17,Placed
7.51,1,2,2,69,4.01,No,Yes,62,68,14,NotPlaced
7.8,1,3,2,82,4.42,Yes,Yes,67,71,19,Placed
7.52,1,3,2,69,4.24,No,Yes,59,79,14,NotPlaced
7.26,1,2,0,79,4.13,No,Yes,70,79,12,NotPlaced
6.94,2,1,0,75,4.28,No,No,71,76,10,NotPlaced
7.88,1,3,2,88,4.01,No,Yes,76,71,23,Placed
7.73,1,3,0,86,4.44,Yes,Yes,89,72,18,Placed
7.73,1,1,2,90,4.59,Yes,Yes,80,80,25,Placed
8.95,2,3,1,85,4.43,Yes,Yes,71,82,20,Placed
7.37,0,2,1,85,4.61,No,No,69,62,5,NotPlaced
8.14,0,3,3,89,4.72,No,Yes,67,88,22,Placed
7.72,1,2,1,89,3.7,No,Yes,62,78,11,NotPlaced
8.18,0,2,2,68,3.87,No,No,75,81,9,NotPlaced
8.21,0,2,2,88,4.8,Yes,Yes,67,78,23,Placed
7.69,0,2,0,76,3.86,No,No,63,67,8,NotPlaced
8.64,2,2,2,83,4.29,Yes,Yes,73,79,27,Placed
7.34,2,3,0,86,4.8,Yes,Yes,73,82,15,Placed
7.68,1,1,2,86,4.72,Yes,Yes,74,70,13,Placed
7.09,1,2,1,76,4.23,No,No,68,63,15,NotPlaced
7.92,1,3,0,85,4.35,No,Yes,68,75,18,Placed
7.4,1,3,2,81,4.56,Yes,No,75,78,22,Placed
8.34,0,3,2,78,4.71,No,Yes,79,75,19,Placed
8.15,2,3,0,79,4.71,Yes,Yes,74,69,18,Placed
9.1,2,3,2,85,4.64,Yes,Yes,75,88,24,Placed
7.83,2,2,1,84,4.41,Yes,Yes,81,74,18,Placed
7.61,1,2,2,85,4.5,Yes,Yes,82,81,25,Placed
7.44,1,2,2,82,3.87,No,No,68,73,8,NotPlaced
7.22,1,3,0,77,4.61,Yes,No,64,64,13,NotPlaced
8.49,1,2,1,73,4.09,No,Yes,64,62,13,NotPlaced
7.63,1,3,2,87,4.32,Yes,Yes,80,75,24,Placed
7.25,1,2,3,76,4.55,Yes,Yes,82,72,24,Placed
7.16,1,3,1,84,4.42,No,No,69,79,22,Placed
8.3,2,1,0,81,4.56,Yes,Yes,63,79,20,Placed
8.03,0,3,0,71,3.98,No,Yes,65,75,9,NotPlaced
8.22,0,3,1,78,4.71,No,No,63,68,8,NotPlaced
7.36,1,1,2,79,3.83,No,No,67,69,12,NotPlaced
7.97,0,3,3,89,4.6,Yes,Yes,72,80,19,Placed
7.74,1,2,0,76,4.33,No,No,65,65,17,NotPlaced
8.27,1,2,2,85,3.84,No,No,68,85,6,NotPlaced
7.42,1,3,0,75,4.24,No,No,75,70,13,NotPlaced
7.03,1,1,0,82,4.5,No,No,60,69,8,NotPlaced
6.65,1,2,0,79,4.2,No,No,64,76,14,NotPlaced
7.95,1,3,0,85,4.59,Yes,Yes,74,86,28,Placed
8.56,1,3,0,88,4.63,Yes,Yes,70,70,16,Placed
8.11,2,1,0,83,4.43,Yes,Yes,80,73,22,Placed
7.53,1,3,0,87,4.15,Yes,Yes,82,81,21,Placed
6.68,0,3,0,73,4.27,No,No,65,75,24,NotPlaced
7.73,1,2,0,73,3.95,No,No,73,67,16,NotPlaced
6.97,0,2,0,75,4.59,Yes,Yes,73,70,4,NotPlaced
7.87,1,3,2,83,4.39,Yes,Yes,70,85,24,Placed
7.59,2,1,2,83,4.7,Yes,Yes,90,73,16,Placed
7.05,1,1,0,75,4.3,No,Yes,70,77,13,NotPlaced
8.34,2,3,2,80,4.48,Yes,Yes,78,83,24,Placed
7.79,2,3,2,86,4.58,No,Yes,76,77,23,Placed
8.07,1,1,0,86,4.7,Yes,Yes,72,80,18,Placed
8.74,0,1,0,79,4.55,Yes,Yes,78,74,26,Placed
7.5,1,3,2,80,3.57,Yes,Yes,66,71,14,NotPlaced
7.74,1,3,2,86,4.29,Yes,Yes,80,77,15,Placed
7.64,1,1,2,82,4.22,No,Yes,90,86,24,Placed
7.41,2,3,0,75,3.98,No,No,66,75,18,NotPlaced
7.33,1,2,2,78,4.52,No,No,65,57,12,NotPlaced
8.31,0,2,0,83,4.0,No,No,66,73,13,NotPlaced
8.09,2,3,2,89,4.56,Yes,Yes,87,82,17,Placed
7.77,0,2,2,72,3.81,No,No,68,70,12,NotPlaced
7.26,1,3,0,71,4.5,No,No,65,70,6,NotPlaced
7.21,1,3,1,76,3.96,No,Yes,66,70,7,NotPlaced
7.01,2,3,0,84,4.43,Yes,Yes,70,81,28,Placed
8.54,2,2,2,82,4.74,Yes,Yes,72,88,20,Placed
6.96,1,3,2,78,4.31,No,No,61,65,5,NotPlaced
7.7,2,2,2,88,4.58,No,Yes,71,77,23,Placed
6.77,1,2,2,73,4.46,No,No,66,68,10,NotPlaced
8.53,0,1,0,71,3.98,No,No,72,72,8,NotPlaced
7.19,1,3,0,86,4.65,Yes,Yes,79,84,20,Placed
7.32,1,3,1,72,4.8,Yes,Yes,74,74,15,NotPlaced
8.86,2,3,2,90,4.38,No,Yes,72,80,20,Placed
7.68,1,3,2,83,4.42,Yes,Yes,84,79,25,Placed
7.69,2,1,0,72,3.88,No,No,73,72,12,NotPlaced
7.24,2,2,1,75,4.53,No,Yes,74,68,9,NotPlaced
6.87,0,2,2,80,4.47,Yes,No,56,74,16,NotPlaced
7.37,0,1,3,75,4.8,Yes,Yes,67,74,13,NotPlaced
7.47,1,2,1,75,3.82,No,No,73,73,12,NotPlaced
8.05,2,3,2,83,4.8,Yes,Yes,67,83,14,Placed
7.65,1,2,2,83,4.34,No,Yes,75,86,15,Placed
8.27,0,3,2,80,4.67,Yes,Yes,70,82,16,Placed
7.89,1,2,2,81,4.37,Yes,Yes,80,73,17,Placed
8.23,2,1,0,87,4.36,Yes,No,71,78,22,Placed
8.35,1,2,2,76,3.46,No,No,58,79,9,NotPlaced
8.34,1,2,2,74,4.39,No,Yes,63,73,9,NotPlaced
7.75,1,2,0,87,4.52,Yes,Yes,76,88,19,Placed
7.49,2,2,2,89,4.52,Yes,Yes,77,86,26,Placed
7.78,2,3,3,90,4.74,Yes,Yes,82,87,28,Placed
7.88,1,3,2,86,4.62,Yes,Yes,73,77,18,Placed
7.12,1,3,2,83,4.19,Yes,Yes,55,69,7,NotPlaced
8.89,2,3,1,85,4.74,Yes,Yes,82,78,13,Placed
7.19,2,3,1,78,4.56,No,Yes,55,68,11,NotPlaced
7.39,2,3,2,74,4.09,No,No,61,67,4,NotPlaced
7.26,1,3,2,79,4.39,Yes,Yes,67,62,16,NotPlaced
7.87,1,3,2,76,4.04,Yes,No,72,69,3,NotPlaced
8.15,0,3,2,89,4.68,Yes,Yes,82,76,17,Placed
7.24,0,2,1,74,3.89,No,No,58,70,13,NotPlaced
6.68,1,3,2,63,4.6,No,Yes,60,72,8,NotPlaced
8.65,1,3,2,85,4.67,Yes,Yes,75,76,18,Placed
6.98,2,2,0,81,3.87,No,No,63,71,13,NotPlaced
8.28,2,3,2,82,4.1,Yes,Yes,80,83,20,Placed
7.16,1,2,0,70,4.05,Yes,Yes,66,72,3,NotPlaced
7.55,0,3,0,84,3.42,No,No,69,66,11,NotPlaced
7.27,1,3,1,71,4.45,Yes,No,70,74,19,NotPlaced
7.89,2,3,0,87,4.21,Yes,Yes,76,77,22,Placed
7.54,1,3,2,79,3.64,No,No,58,66,10,NotPlaced
8.46,1,3,3,83,4.05,No,Yes,78,76,16,Placed
8.69,2,3,1,86,4.32,Yes,Yes,68,74,20,Placed
7.0,1,1,3,77,3.93,No,No,60,66,6,NotPlaced
7.12,1,2,0,69,4.32,No,No,70,83,12,NotPlaced
6.55,1,2,0,72,4.24,No,No,74,70,13,NotPlaced
6.88,0,2,1,73,4.59,No,No,60,65,6,NotPlaced
7.24,1,2,2,75,4.38,No,Yes,69,70,11,NotPlaced
7.64,1,3,1,73,3.84,No,Yes,68,81,9,NotPlaced
6.77,1,2,0,73,4.22,No,No,72,70,4,NotPlaced
6.97,1,1,2,72,4.19,Yes,No,72,71,11,NotPlaced
7.95,1,3,2,83,4.69,Yes,Yes,77,86,18,Placed
7.78,1,2,2,82,4.34,No,No,71,69,13,NotPlaced
7.93,2,1,2,87,4.53,Yes,Yes,78,82,20,Placed
8.5,1,3,2,89,4.35,Yes,Yes,78,80,21,Placed
8.05,2,3,2,81,4.2,Yes,Yes,80,78,14,Placed
7.57,2,1,0,85,4.57,No,Yes,67,75,9,NotPlaced
7.44,1,3,0,79,4.26,No,No,62,68,9,NotPlaced
7.55,1,3,0,90,4.51,Yes,Yes,74,78,19,Placed
7.72,0,2,0,74,4.03,Yes,No,57,73,10,NotPlaced
8.44,2,3,2,87,4.42,Yes,Yes,73,71,21,Placed
7.1,1,2,1,75,3.91,No,No,62,68,9,NotPlaced
7.21,1,3,0,81,4.01,No,No,72,65,10,NotPlaced
7.68,0,3,0,89,4.76,Yes,Yes,68,79,24,Placed
7.54,1,1,1,70,3.79,No,No,65,71,12,NotPlaced
7.73,1,3,0,88,4.5,Yes,Yes,69,82,28,Placed
6.97,1,2,0,78,4.05,No,No,68,70,12,NotPlaced
8.3,1,3,0,82,4.3,Yes,No,67,78,16,Placed
7.99,0,2,0,75,3.59,No,No,66,62,11,NotPlaced
8.1,0,3,0,85,4.49,Yes,Yes,63,76,20,Placed
7.55,1,3,2,80,4.31,Yes,No,55,75,11,NotPlaced
7.48,1,1,2,79,4.53,No,No,69,69,13,NotPlaced
8.47,0,3,2,86,4.65,Yes,Yes,74,83,26,Placed
7.78,1,1,1,89,4.35,No,Yes,68,80,24,Placed
7.77,1,1,2,80,4.27,No,No,72,71,15,NotPlaced
7.92,1,2,0,82,3.96,No,No,55,71,14,NotPlaced
6.94,0,2,1,77,4.58,No,No,62,71,11,NotPlaced
7.48,1,3,2,81,4.65,Yes,No,76,80,21,Placed
8.13,0,2,0,75,4.21,No,Yes,63,73,13,NotPlaced
7.66,2,2,2,80,4.37,Yes,Yes,72,76,14,Placed
7.07,0,0,1,76,4.15,No,Yes,61,74,12,NotPlaced
7.62,1,2,0,74,3.66,No,No,65,71,2,NotPlaced
7.52,0,3,2,84,4.58,Yes,Yes,84,78,22,Placed
8.25,2,1,2,79,4.6,Yes,Yes,71,77,22,Placed
7.75,0,1,1,83,4.37,Yes,Yes,90,79,18,Placed
7.28,0,1,2,77,4.51,No,Yes,68,63,14,NotPlaced
7.86,0,3,2,79,3.86,No,No,68,76,16,NotPlaced
7.13,1,3,0,71,4.79,Yes,No,57,78,11,NotPlaced
7.47,2,0,0,83,4.43,Yes,Yes,80,76,19,Placed
8.48,0,3,0,89,4.8,Yes,No,72,81,20,Placed
8.16,2,3,2,90,4.59,Yes,No,73,76,23,Placed
8.29,1,3,2,84,4.43,Yes,No,76,76,23,Placed
8.45,1,3,1,85,4.39,No,Yes,81,80,25,Placed
7.0,0,2,2,78,4.55,No,Yes,63,59,7,NotPlaced
8.0,0,3,2,82,4.73,Yes,Yes,82,77,18,Placed
7.04,1,1,1,86,4.16,No,No,73,65,16,NotPlaced
7.41,1,3,2,84,4.75,No,Yes,66,75,15,Placed
6.88,0,1,0,72,3.89,No,No,66,74,15,NotPlaced
8.36,2,2,2,87,4.51,Yes,Yes,78,81,30,Placed
8.21,0,3,2,79,4.01,No,No,69,67,8,NotPlaced
8.01,2,2,2,74,4.47,No,No,71,66,12,NotPlaced
8.13,1,2,2,71,4.4,No,No,57,73,18,NotPlaced
7.65,1,3,2,77,4.03,No,No,69,72,8,NotPlaced
6.9,1,3,2,73,4.27,No,No,61,75,9,NotPlaced
7.03,2,1,2,73,4.8,No,Yes,62,72,4,NotPlaced
7.22,0,3,1,81,4.31,No,No,59,71,12,NotPlaced
7.78,0,3,2,90,4.38,Yes,Yes,65,76,22,Placed
8.23,2,1,2,82,4.5,Yes,Yes,69,77,24,Placed
8.16,1,2,2,82,3.88,No,Yes,68,70,5,NotPlaced
8.35,0,3,2,85,4.73,Yes,Yes,76,76,19,Placed
6.5,1,2,0,76,4.27,No,Yes,64,68,11,NotPlaced
7.4,0,1,2,73,4.43,No,No,63,76,6,NotPlaced
8.22,2,3,2,86,4.53,No,Yes,73,80,22,Placed
8.01,1,1,1,79,4.47,No,No,55,63,13,NotPlaced
7.99,0,2,0,67,3.89,Yes,No,62,73,9,NotPlaced
7.33,1,3,2,83,4.07,No,Yes,62,71,5,NotPlaced
8.57,2,3,1,86,4.6,Yes,Yes,75,79,18,Placed
7.18,1,3,2,80,4.29,No,Yes,73,65,11,NotPlaced
8.94,1,3,2,81,4.57,No,Yes,67,84,17,Placed
8.46,0,1,1,83,4.26,Yes,Yes,74,81,23,Placed
7.89,1,2,1,71,4.52,No,No,66,76,2,NotPlaced
7.55,1,2,2,76,3.28,No,Yes,78,65,13,NotPlaced
8.12,1,3,1,81,4.69,No,No,70,73,19,Placed
8.77,1,2,1,79,4.32,No,Yes,80,81,26,Placed
7.68,1,3,2,76,3.99,No,No,66,72,10,NotPlaced
7.21,2,2,2,84,4.8,Yes,Yes,66,80,28,Placed
7.99,2,3,2,84,4.49,Yes,Yes,80,78,16,Placed
7.06,2,1,1,83,4.55,No,No,58,64,12,NotPlaced
7.74,1,3,2,82,4.46,Yes,Yes,81,75,15,Placed
8.95,2,3,0,84,4.4,Yes,Yes,77,80,17,Placed
8.89,1,3,0,85,4.54,Yes,Yes,83,80,16,Placed
8.26,2,3,0,86,4.24,Yes,Yes,74,83,15,Placed
7.61,1,2,1,81,3.5,Yes,No,62,64,0,NotPlaced
8.1,2,3,0,80,4.39,Yes,Yes,76,77,14,Placed
7.96,1,1,2,87,3.53,No,Yes,64,69,16,NotPlaced
6.83,0,2,1,72,3.91,No,Yes,71,70,8,NotPlaced
8.19,1,3,2,77,3.99,Yes,No,75,66,5,NotPlaced
7.35,0,1,1,76,4.06,Yes,No,69,69,8,NotPlaced
7.19,1,1,0,79,4.09,No,Yes,66,67,18,NotPlaced
8.2,2,3,1,83,4.27,Yes,Yes,89,75,15,Placed
7.61,0,1,2,79,4.13,No,Yes,69,63,10,NotPlaced
7.83,2,3,1,88,4.25,Yes,No,75,86,22,Placed
7.91,2,2,2,79,4.66,Yes,Yes,73,74,19,Placed
7.63,0,1,1,79,4.68,No,No,55,82,6,NotPlaced
7.66,1,3,1,81,4.32,Yes,No,72,82,29,Placed
7.31,1,2,0,74,4.33,No,No,55,75,9,NotPlaced
7.39,0,1,2,76,4.15,No,No,66,68,12,NotPlaced
8.79,2,2,2,84,4.6,Yes,Yes,70,77,23,Placed
8.06,1,3,0,83,4.54,No,Yes,80,82,21,Placed
7.31,1,3,2,77,4.38,Yes,No,67,68,11,NotPlaced
7.7,0,2,0,79,4.14,No,Yes,68,70,8,NotPlaced
8.57,1,1,2,82,4.47,Yes,Yes,77,73,26,Placed
7.3,0,2,0,75,4.19,Yes,Yes,68,74,11,NotPlaced
7.17,1,3,2,78,3.49,No,Yes,62,63,7,NotPlaced
6.87,1,3,1,73,4.51,Yes,No,60,73,15,NotPlaced
7.69,1,3,3,76,4.75,Yes,Yes,66,83,17,Placed
8.07,1,3,2,83,4.62,Yes,Yes,73,74,20,Placed
7.81,2,2,2,73,4.2,Yes,No,61,76,11,NotPlaced
7.94,1,3,1,75,4.24,Yes,Yes,66,69,12,NotPlaced
7.21,1,3,2,81,4.33,No,No,66,73,7,NotPlaced
8.68,2,1,2,85,4.7,Yes,Yes,84,76,18,Placed
8.21,2,3,2,84,4.59,Yes,Yes,71,73,19,Placed
7.2,1,2,0,79,4.1,No,No,62,73,10,NotPlaced
7.71,1,3,0,78,3.97,No,Yes,55,75,5,NotPlaced
7.08,2,3,1,81,4.09,Yes,No,63,65,14,NotPlaced
8.22,0,3,2,88,4.8,Yes,Yes,81,75,19,Placed
7.95,2,2,3,81,4.3,Yes,Yes,70,78,18,Placed
7.82,1,3,1,88,4.8,Yes,Yes,80,79,9,Placed
7.61,0,2,0,74,4.38,Yes,Yes,62,64,7,NotPlaced
8.62,1,3,2,84,4.8,Yes,Yes,80,85,21,Placed
7.88,1,2,1,85,3.96,No,Yes,64,70,13,NotPlaced
7.49,0,2,2,84,4.18,No,Yes,73,71,8,NotPlaced
7.39,0,3,0,71,4.5,No,No,66,68,14,NotPlaced
7.82,1,3,0,79,4.18,No,No,70,67,12,NotPlaced
7.62,1,3,0,66,4.12,No,No,63,63,7,NotPlaced
7.35,2,3,3,90,4.31,Yes,Yes,76,85,27,Placed
8.77,1,3,2,90,4.48,No,Yes,73,85,19,Placed
7.74,0,2,3,81,3.62,No,No,65,70,15,NotPlaced
8.14,0,3,1,76,3.75,No,No,70,73,13,NotPlaced
8.03,1,3,2,87,4.73,Yes,Yes,71,85,17,Placed
7.66,1,3,2,90,4.11,Yes,Yes,75,82,19,Placed
7.2,0,3,2,83,4.54,Yes,Yes,77,86,17,Placed
7.8,1,3,0,82,4.26,Yes,Yes,77,71,21,Placed
7.46,1,2,0,74,4.46,No,Yes,56,67,10,NotPlaced
7.21,1,2,1,75,3.8,No,No,68,81,10,NotPlaced
6.99,1,3,2,74,4.02,No,No,61,81,11,NotPlaced
8.65,0,3,2,90,4.69,Yes,Yes,84,80,12,Placed
9.1,1,3,2,84,4.49,Yes,Yes,85,80,21,Placed
7.4,1,2,0,77,4.11,No,Yes,72,70,12,NotPlaced
6.78,1,3,1,75,4.08,No,No,65,68,25,NotPlaced
7.52,2,3,1,63,4.0,No,No,65,66,15,NotPlaced
8.08,0,2,0,74,4.14,No,No,60,73,14,NotPlaced
7.03,1,1,0,78,4.47,No,No,67,71,6,NotPlaced
9.03,2,2,2,83,4.45,Yes,Yes,69,84,22,Placed
7.17,0,2,2,78,4.06,No,No,67,77,14,NotPlaced
8.17,2,3,2,88,4.47,No,Yes,80,80,17,Placed
7.78,1,2,2,72,3.79,No,No,67,77,7,NotPlaced
7.78,0,2,2,78,4.14,No,Yes,69,79,17,NotPlaced
7.3,1,2,2,77,3.94,Yes,No,59,76,10,NotPlaced
7.3,2,1,2,85,4.29,Yes,No,77,82,26,Placed
7.26,2,1,0,72,4.05,No,No,56,76,16,NotPlaced
7.96,0,3,0,71,4.04,No,Yes,70,68,12,NotPlaced
7.94,2,3,2,86,4.8,Yes,Yes,77,86,12,Placed
7.53,0,3,1,74,3.96,No,No,64,67,11,NotPlaced
7.65,2,2,0,76,4.2,No,No,61,72,7,NotPlaced
7.37,1,1,1,77,4.04,No,Yes,67,65,11,NotPlaced
8.1,1,3,2,90,4.2,Yes,Yes,84,85,26,Placed
7.02,1,3,1,74,4.11,No,Yes,69,72,11,NotPlaced
8.3,2,1,0,81,4.61,Yes,Yes,70,79,24,Placed
6.94,1,3,0,71,3.89,No,No,70,65,21,NotPlaced
8.04,1,3,2,90,4.52,Yes,Yes,71,83,22,Placed
7.86,1,3,0,82,4.48,Yes,Yes,74,77,21,Placed
8.35,2,3,2,76,4.8,Yes,Yes,84,84,24,Placed
7.6,2,3,0,86,4.34,Yes,Yes,67,81,23,Placed
7.58,1,3,2,74,4.3,No,Yes,70,65,10,NotPlaced
7.41,1,3,0,72,4.48,No,No,64,72,10,NotPlaced
6.5,1,2,2,76,4.61,No,No,69,66,13,NotPlaced
7.11,1,2,2,77,4.25,No,No,66,80,16,NotPlaced
7.46,1,2,1,80,4.14,No,Yes,60,71,4,NotPlaced
6.61,1,3,2,81,4.15,No,Yes,63,67,24,NotPlaced
7.16,1,1,1,72,3.99,Yes,No,55,71,10,NotPlaced
7.51,2,1,2,82,4.45,Yes,Yes,76,79,28,Placed
7.67,1,2,2,70,3.81,No,Yes,61,69,12,NotPlaced
8.03,1,3,1,72,4.56,No,Yes,63,74,20,NotPlaced
7.4,0,3,0,79,4.7,Yes,No,72,82,16,Placed
7.61,1,2,2,88,4.61,Yes,Yes,65,75,22,Placed
7.83,1,3,2,89,4.21,Yes,Yes,85,82,24,Placed
7.01,1,3,3,66,4.31,No,No,63,66,9,NotPlaced
7.28,0,2,0,78,4.61,Yes,Yes,70,81,20,Placed
8.21,1,2,3,86,4.23,Yes,Yes,78,86,17,Placed
7.48,1,3,2,76,4.05,Yes,Yes,57,71,8,NotPlaced
7.48,0,2,0,83,4.31,No,Yes,63,75,10,NotPlaced
7.5,1,3,0,66,3.66,No,Yes,66,75,6,NotPlaced
8.04,1,2,2,75,4.18,No,Yes,65,71,13,NotPlaced
6.78,2,2,2,76,4.37,No,No,61,74,6,NotPlaced
7.82,1,2,2,69,3.9,No,Yes,66,75,15,NotPlaced
7.5,1,2,0,74,4.8,No,No,71,71,15,NotPlaced
8.03,1,3,0,88,4.27,No,Yes,73,84,21,Placed
7.74,1,2,0,67,4.59,No,No,72,67,10,NotPlaced
7.65,2,3,2,84,4.39,Yes,Yes,76,81,24,Placed
7.27,1,3,0,78,3.45,No,No,64,75,11,NotPlaced
7.23,1,1,0,81,4.26,Yes,Yes,70,67,7,NotPlaced
8.02,2,2,0,85,4.8,Yes,Yes,71,83,21,Placed
7.3,1,1,1,85,3.81,No,No,68,67,14,NotPlaced
8.12,1,2,3,72,3.84,No,Yes,65,63,4,NotPlaced
8.55,2,3,0,83,4.32,No,Yes,71,72,25,Placed
7.43,1,3,2,77,4.17,Yes,No,72,77,22,NotPlaced
7.98,2,3,2,84,4.57,Yes,Yes,64,77,11,Placed
8.1,2,2,2,90,4.8,Yes,Yes,90,78,21,Placed
7.07,2,2,2,72,4.18,No,No,55,64,12,NotPlaced
7.27,1,2,0,86,4.03,No,No,64,75,7,NotPlaced
6.6,1,1,2,74,4.18,No,No,69,67,18,NotPlaced
7.73,1,2,2,82,4.33,Yes,No,85,77,20,Placed
7.46,0,2,1,81,4.22,No,No,58,59,21,NotPlaced
7.11,1,1,0,77,3.8,Yes,Yes,66,72,9,NotPlaced
7.62,1,3,2,83,4.05,No,Yes,66,73,14,NotPlaced
7.64,0,3,0,75,4.79,No,No,76,74,1,NotPlaced
7.24,1,1,2,79,3.76,No,Yes,66,66,5,NotPlaced
7.73,2,3,0,86,4.3,No,Yes,80,73,23,Placed
7.1,2,3,1,81,4.04,No,No,63,75,15,NotPlaced
7.4,1,3,0,70,3.78,No,No,74,69,13,NotPlaced
7.14,0,3,0,72,4.12,No,Yes,75,69,16,NotPlaced
8.02,0,2,2,76,4.18,No,No,64,71,12,NotPlaced
7.52,1,3,2,80,4.42,No,No,63,79,14,NotPlaced
7.04,0,3,2,76,4.17,No,Yes,73,74,4,NotPlaced
7.2,1,2,1,77,4.2,Yes,No,75,75,11,NotPlaced
7.33,2,3,0,73,3.9,No,Yes,76,66,9,NotPlaced
8.36,1,3,1,80,4.54,No,No,57,79,6,NotPlaced
7.83,0,3,2,76,4.31,No,Yes,68,72,9,NotPlaced
7.93,1,2,2,74,4.03,No,Yes,64,69,15,NotPlaced
8.07,0,3,2,82,4.3,Yes,Yes,77,78,16,Placed
8.05,2,3,2,89,4.41,No,Yes,71,81,17,Placed
7.11,2,2,1,86,4.17,No,Yes,70,71,16,NotPlaced
7.1,2,2,2,75,4.06,Yes,No,65,72,9,NotPlaced
7.9,2,3,2,87,4.46,Yes,Yes,74,76,25,Placed
7.97,0,2,1,76,3.66,No,Yes,65,57,14,NotPlaced
8.03,1,3,1,89,4.19,Yes,Yes,67,75,16,Placed
7.69,1,3,2,69,3.96,No,Yes,73,65,17,NotPlaced
7.68,1,2,0,80,4.12,Yes,Yes,78,71,14,NotPlaced
7.44,2,3,2,88,4.71,Yes,Yes,73,80,17,Placed
8.4,1,1,0,82,4.55,Yes,Yes,84,76,22,Placed
8.1,2,1,1,74,4.36,No,No,66,72,8,NotPlaced
7.22,1,2,2,75,4.09,Yes,No,58,74,14,NotPlaced
7.69,1,1,3,77,4.35,No,Yes,68,72,4,NotPlaced
8.12,1,3,2,90,4.45,Yes,Yes,79,84,22,Placed
8.34,2,2,0,75,4.8,No,Yes,70,76,17,NotPlaced
7.84,1,2,2,77,4.54,No,Yes,65,67,10,NotPlaced
7.34,0,3,0,69,4.66,No,No,65,76,15,NotPlaced
8.46,1,3,1,84,4.62,Yes,Yes,64,83,26,Placed
7.31,0,2,2,74,3.97,No,No,61,65,15,NotPlaced
8.47,0,2,0,77,4.04,No,No,68,75,17,NotPlaced
7.12,1,3,2,78,4.21,No,No,78,64,16,NotPlaced
8.03,0,2,2,75,3.9,No,No,65,66,13,NotPlaced
6.7,1,3,0,81,4.3,Yes,No,81,78,20,Placed
8.36,1,3,2,83,4.62,Yes,Yes,69,74,20,Placed
8.31,1,2,0,88,4.45,Yes,No,75,76,17,Placed
8.14,2,1,2,86,4.68,Yes,Yes,77,82,23,Placed
8.83,2,2,2,90,4.46,Yes,Yes,78,86,18,Placed
7.61,1,2,0,80,4.45,No,Yes,60,69,11,NotPlaced
7.26,2,2,0,74,3.5,Yes,Yes,63,68,12,NotPlaced
7.41,1,3,2,78,4.22,Yes,No,73,71,16,NotPlaced
8.12,2,2,1,82,4.48,Yes,Yes,72,82,25,Placed
7.45,2,3,1,82,4.78,Yes,Yes,72,82,21,Placed
6.97,1,3,0,74,4.26,No,No,63,77,8,NotPlaced
7.52,2,2,2,82,4.55,Yes,Yes,72,82,19,Placed
7.56,0,3,1,81,3.86,No,No,65,64,9,NotPlaced
7.69,2,1,2,70,4.17,No,No,64,63,9,NotPlaced
7.64,0,1,0,71,3.94,No,Yes,65,66,21,NotPlaced
7.17,1,3,2,83,4.32,No,No,55,67,13,NotPlaced
8.16,2,3,2,86,4.6,Yes,Yes,66,74,19,Placed
7.46,1,2,0,64,4.14,Yes,No,78,65,12,NotPlaced
6.89,1,2,2,77,4.8,Yes,Yes,68,80,13,NotPlaced
7.42,2,2,2,78,4.29,No,No,71,72,13,NotPlaced
7.41,1,3,3,73,3.87,No,No,59,71,7,NotPlaced
7.28,1,3,0,74,4.42,Yes,No,55,71,5,NotPlaced
8.26,2,3,2,81,4.59,Yes,Yes,67,72,22,Placed
